original_text,augmented_text
who has 3rd lunch ??,[CLS] Who has eaten lunch ? ? [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
RT @okcblue : OKC outscoring Texas 16-2 to start the 3rd ... Blue is on a 41-9 run since the 7:54 mark in the 2nd .,[CLS] R ##T @ ok ##c ##b ##lue : OK ##C outs ##cor ##ing Texas 16 - 2 to start incarnation 3rd . . . Blue was on a 41 - 9 run since the 7 : 54 mark in the 2nd . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
May you begin this day and every day with a smile on your face . Good Morning# love ya#,[CLS] You you begin this each and every day with a smile on your face . Good Morning # love ya ! [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"Dreaming about a threesome ? Everything is possible HERE ! http://t.co/926tlVmBoK #Columbus #Ohio #lesbian January 18 , 2015 at 04:58 AM","[CLS] Dream ##ing about a three ##some ? Everything is possible H ##OM ##E ! http : / / www . co / 92 ##6 ##tl ##V ##m ##B ##o ##K # Columbus # Ohio . On January 18 , 2015 at 04 : 58 AM [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
#NowPlaying : I LOVE MAKONNEN Feat . Drake - Tuesday @ http://t.co/U1WdaKMjWW @TripThaGod #SCUR #Hiphop #Radio,"[CLS] # Now ##P ##lay ##ing , I L ##O ##VE MA ##KO ##N ##NE ##N Fe ##at . Drake - Drake @ http : / / www . co / U ##W ##W ##da ##K ##M ##j ##W ##W @ Trip ##T ##ha ##G ##od # SC ##UR # Hip ##hop # Radio [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
RT @JBCrewdotcom : More photos of Justin Bieber with fans in California today . ( January 11 ) http://t.co/pV6zeGkIvX,[CLS] R ##T @ i ##BC ##rew ##do ##t ##com : More photos Rover Justin Mack ##ie playing with fans in California today . ( January 11 ) http : / / t . com / p ##V ##6 ##ze ##G ##k ##I ##v ##X [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
I'm planning something big for a new years special on my channel - Also two year anniversary of the channel :D ( January 1st ),[CLS] I ' m planning something big : a new years special for my channel . Also two year anniversary of the channel : D ( January 1st ) [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
RT @JacaNews : Radebe : Zuma will on 12 February 2015 be in #Parliament delivering state of nation address . #Cabinet SM,[CLS] R ##T @ J ##aca ##N ##ews : Ra ##de ##be - Z ##ulu will on 12 February 2015 be in # Parliament @ state of nation address . # Cabinet SM [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
i don't care what day is tomorrow and i don't care huhuhuhu,[CLS] i don ' t care what day is tomorrow and i don ' t care huh ##uh ##uh ##u [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"Have a go at a Mock Assessment Centre in London ! http://t.co/uYUFEQoO9v #gradjob February 01 , 2015 at 12:04 PM","[CLS] Have a go at a Mo ##ck Assessment Centre in London ! http : / / t . com / u ##Y ##U ##F ##E ##Q ##o ##O ##n ##v # g ##rad ##la ##b February 1 , 2015 at 12 : 04 PM [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"http://t.co/ZZ9VU8ashi January 07 , 2015 at 03:26 PM","[CLS] animals : / / t . co / Z ##Z ##9 ##V ##U ##8 , January 07 , 2015 at 8 : 26 PM [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
RT @ashleyxostyles : I'll be done school Friday and I'm off for a month so I'm gonna need new video ideas x,[CLS] R ##T ##T ash ##ley ##x ##ost ##yle ##s : I ' ll be done school Friday and I ' m off for a month so I ' m gonna need new video ideas x [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
RT @AthCenter : Retweet for a chance to win these Roshe's! Must be following us to enter . Winner picked January 31st ! http://t.co/tpyyxpe79V,[CLS] R ##T @ Has ##h ##C ##enter : Re ##t ##weet for a chance to win these R ##ubi ##e ' s ! Must be room us to enter . Winner picked January 31st ! http : / / t . co / com ##py ##yx ##pe ##7 ##9 ##V [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"http://t.co/NDGwtOfZ1d December 25 , 2014 at 05:50 AM",[CLS] http : / / t . co / N ##u ##w ##w ##g ##O ##f ##Z ##1 ##d April 25 April 2014 at 05 : 50 AM [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"-If you value your life , if you have any hope of seeing tomorrow , there 's something you never EVER put in a trap -And what would that be ? -ME","[CLS] - If you value your life , if you have any hope of seeing it , there ' s something you never E ##VE ##R put in a - - - what marketing that intervened - - . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"RT @ilovebobong : Pag gusto may paraan , pag ayaw ilibre mo muna , sasama na yan .","[CLS] R ##oc @ il ##ove ##bo ##bon ##g : ma ' g also ##o may para ##an , p ##ag a ##ya ##w l ##ib ##re m ##o m ##una , sa ##sa ##w na ya ##n . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"FREE yoga session ! Dec . 17 @ 10 AM in the Upper Union . Come out to relieve the stress of finals , or just try it out ! http://t.co/qyryu2wVCj","[CLS] F ##RE ##E yoga session ! Dec . 17 : 10 AM in the Soviet Union . Come out to relieve the ##rgan of finals , or just try it out ! http : / / www . co / q ##yr ##yu ##2 ##w ##w ##j [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
RT @Jamiebower : To whoever just pick pocketed me on the tube . Thanks for making Monday fucking brilliant you filthy piece of shite . X,[CLS] R ##T @ Jamie ##bow ##l : Religious whoever just pick pocket ##ed me on the phone . Thanks for making Monday fucking brilliant you filthy piece of shit ##lidae . X [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"#KungSiCoachLeaTeacherKo walang absent absent . Kahit may pneumonia pa ko , papasok ako sa kalse niya .","[CLS] # e ##S ##i ##C ##oa ##ch ##L ##ea ##T ##each ##y ##K ##o wa ##lang absent absent . Ka ##hit may ##u mg ##a k Founded , p ##apa ##so ##k a ##ko sa ka ##ls ##e ni ##ya Detachment [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
Happy Holidays from Arizona . May you enjoy the merriment and festivities of the season as decreed from On High . http://t.co/hAUddcEy30,"[CLS] Happy Holiday ##s from Arizona . May you enjoy the me ##rri ##ment and festivities of the , as decree ##d from On High . http : / / t . instant . h ##A ##nc ##dd ##c ##E ##y ##30 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"@sUspended_god http://t.co/Eq4TQLmPiE December 17 , 2014 at 03:36 PM","[CLS] @ s ##U soluble ##ended _ god http : ##idian / t . co / E promoted ##4 ##T ##QL ##m ##P ##H ##E December 17 , 2014 at 03 : 36 PM [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"@wodekkut 11 feb .. to promote his film with jackie chan "" dragon blade ""","[CLS] @ w ##ode ##k ##ku ##t 11 f ##eb . . to promote his film with jack ##ie ch ##opping "" dragon . "" [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
o jaket MU sampai tgl 8 jan http://t.co/NqQGiwbgD4 IDR 175rb @Ewooooooon PIN 32783FC8 SMS 081912233358,[CLS] o j ##ake ##t M ##U sa ##mp ##an t ##g ##l 8 ##M ##an http : / / t . co / N ##q ##Q ##G ##i ##w ##b ##g ##D ##4 ID ##R 175 ##rb ##0 E ##oo ##oo ##oo ##oon P ##IN 32 ##7 ##8 ##3 ##FC ##8 SMS 08 ##19 ##12 ##8 ##33 ##5 ##8 [SEP] [PAD] [PAD] [PAD]
Fuck off Tuesday,[CLS] Written off Tuesday [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
@lufc1995 he 's not interested he will leave in Jan,[CLS] @ l ##≤ ##c ##19 ##9 ##5 he ' s not interested and will leave in Jan [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
@Miiiss_Lolo mon wa n'est pas actif explique en tb,[CLS] @ failing ##ii ##ss _ Lo ##lo mon ##s n ' est p ##as act ##if com ##p ##lique en t ##b [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"Mio was born at January 15 , Height 160cm , Weight 54kg , Black Hair , Grey-blue eyes , A Blood Type .","[CLS] Mi ##o was born at January 15 , Height 50 ##c ##m , Weight 54 ##k ##g , Black hair , Grey - blue eyes , and Blood Type . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
RT @CBSSports : Aaron Rodgers SILENCING the 12th man ... http://t.co/DeSTxJdwvx,[CLS] R ##ED @ CBS ##S ##ports : Richard Rodgers S ##IL ##EN ##DI ##NG the 12th man . . com http : / / t . co / De ##f ##x ##J ##d ##w ##v ##x [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
20 Photographs That Will Leave You Speechless . Especially The 6th One . There Are No Words . http://t.co/ph7uTRhQK7,[CLS] The Photo ##graphs That Will Leave You Speech ##less . Especially The 6th One . There Are No Words . http : / / t . co / p ##h ##7 ##u ##TR ##h ##Q ##K ##7 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
RT @welltbh : everyone at school tomorrow http://t.co/rdUIzfmSCw,[CLS] R ##T @ well ##t ##b ##h : everyone attends school tomorrow http : / / t . co / r ##d ##UI ##z ##bu ##m ##w ##w [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
@mauler_covers Its still in my cart so Ill wrap it up tomorrow asap,[CLS] @ ma ##ule ##r _ covers Its still in my cart so we ##l wrap it up tomorrow as ##ap [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
still pissed that we have school tomorrow and Tuesday,[CLS] still pissed that we have school tomorrow and Tuesday [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"@mtb0880 you would have to give way more , I'm thinking the Lakers 1st round pick &amp; maybe another future 1st just to start the conversation","[CLS] @ m ##t ##b ##7 ##8 ##80 you would have to give way more , I ' m thinking the exceeds 1st round pick & pull louder , maybe another future 1st just to start the conversation [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"RT @iAmARTPOPs : Lady Gaga &amp; The Muppets ' Holiday Spectacular at @OfficialRCTI on Friday , December 26th at 01.00 a.m. @GagaNewsINDO","[CLS] R ##T @ i ##A ##m ##AR ##TP ##OP ##s : Lady Gaga & am ##p ; The Mu ##ppe ##ts ' Holiday S ##hady ##ac ##s at @ Official ##RC ##TI on Friday , cabinets 26th at 01 . 00 a . m . @ Gaga ##N ##ews ##ON ##D ##O [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"@queenpuzzle @alcartwright @cm_charu Great , I will be there tomorrow too ( Sue ) ... look forward to seeing you at 10.30 !","[CLS] @ queen ##pu ##ll @ al ##car ##t ##wright @ ma _ ch ##aru Great , I will be there tomorrow too ( Sue ) . . . look forward to seeing you at 10 ##am ##am ! [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
@GummiRaccoon columbine had an armed security guard . They can't be everywhere and may not respond quick enough @minasmith64 @BNPARENAZISCUM,[CLS] @ G ##um ##mi ##R ##ac ##coon co ##lum ##bine had an armed security guard . He can ' t be everywhere and may not respond quick enough . min ##as ##mith ##64 @ S ##NP ##H ##EN ##A ##Z ##IS ##CU ##M [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"Triple H Doing A Twitter Q &amp; A Right Now , WWE To Tape NXT Tomorrow Night , &amp; More News http://t.co/f1WzDpEr4w","[CLS] Triple H Doing A Sr Q & am ##p ; A Right Now , WWE To Cuba ##pe N ##XT Tomorrow Night , & am ##p ; More News http : / / t . co / f ##1 chaotic ##and ##D ##p ##E ##r ##w ##w [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
@GracePayne15 Yeah Senioritis was awful during 2nd semester . Good Luck haha,[CLS] @ Grace ##mism ##arily was installed Senior ##itis was awful during 2nd semester . Good Luck ha ##ha [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
Getting Nash 's new vine notifications may be the best thing that has ever happened in my life . http://t.co/jKlL8TbQLr,[CLS] Getting Nash ' s new vine not broken may be the best thing that has ever happened in my life . http : / / t . co susceptible j ##c ##b ##L ##8 ##T ##b ##QL ##r [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
@RL_Mon3y http://t.co/WUjZuGGirC Need Tickets ? Call 504 912 4635 @dejloaf Concert Jan 31st at The Howling Wolf Nola #S1Entertainment,[CLS] @ IDF ##L _ Mon ##3 ##y http : / / t . co / Department ##U ##p ##Z ##u ##G ##G ##ir ##C Silva T ##ick ##ets On Call 50 ##4 ब ##2 46 ##35 @ de ##j ##lo ##af Concert March 31st at The How ##ling Wolf No ##la # S ##1 ##E ##nter ##tain ##ment [SEP] [PAD] [PAD] [PAD] [PAD]
RT @ABCFpll : WHAT ?! Is it January 6 yet ?! #PLL #NoEscApe http://t.co/jq6u0QAvOr,[CLS] R ##T @ ABC ##F ##p ##ll : Diego ##HA ##T ? ! Is it past 6 yet ? ! # CA ##LL # No ##Es ##c ##rup ##pe http : / / t . co / j ##q ##q ##u ##0 ##Q ##A ##v ##O ##r [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"@the_nessmonster Well , when you are 9th in line to the throne , you need some legal representation .","[CLS] @ @ _ _ ##s ##mons ##ter Well , when you are 9th in line to the throne , you need some legal representation . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
Wind Chill Warning issued January 06 at 9:14 AM CST until January 07 at 12:00 PM CST by NWS http://t.co/S1IruwdE3Y,[CLS] A Chi ##ll Warning issued January 06 at 12 : 00 AM CS downed until January 07 at 12 : 00 PM CS ##T by NW ##S http : / astronaut t . co / S ##1 ##I ##ru ##w ##d ##E ##V ##Y [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
RT @JenLawUS : DVD DATE : Mockingjay : Part 1 will be released 6th March on DVD . http://t.co/YJes8e8XvD,[CLS] R ##T @ Jen ##L ##aw ##US : THE D ##AT ##E : Mo ##cking ##jay : Part 1 will be released 6th March on DVD . http : / / t . co / Y ##J ##C ##8 ##e ##8 ##X ##X ##D [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"RT @Amphigong : "" May pasok na this week !"" - from our Lasallian family to yours","[CLS] R ##T @ Am ##phi ##gong : "" May p ##as ##ok na ##y week ! "" - from our coaches ##ind ##ian family to yours [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"Good Morning Happy Wednesday ! Good Bless ,,, If you woke up this Morning , then you have something to be","[CLS] Good Morning Happy Wednesday ! Good B ##less you , because if you woke up this Morning , then you have something to be [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"@null January 14 , 2015 at 06:38 AM http://t.co/pOaDVrcioy e","[CLS] @ null January 14 , 2015 at 06 : 38 AM http : / / t . co / p ##O ##a ##D ##iu ##rc ##io ##y e [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
I am sooooooooooooooooooo excited for tomorrow !!!! #adventures @tehejk @AStuive @megstuive @fluffernutter82,[CLS] I am so ##oo ##oo ##oo ##oo ##oo ##oo ##oo ##oo ##oo excited for tomorrow ! ! ! ! # adventures weak te ##he ##p @ AS ##tu ##ive @ me ##gs peaked . . @ ##gly ##nut ##ter ##8 . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"RT @TmarTn : Wow . The number 1/ 12,300 20th anniversary Playstation 4 sold for $ 128,000 :O http://t.co/Zw69ngeHZa http://t.co/zOLilfQJOW","[CLS] R ##T @ T ##mar ##T ##n : 1 . The number fl ##oppy 12 , 300 20th anniversary Plays ##tation 4 sold for $ 128 , 000 : O http : / / t . co / Z ##w ##6 ##9 ##nge ##H ##ronic ##a http : / / t . co / z ##OL ##il ##f ##Q ##J ##OW [SEP] [PAD]"
RT @conslittleone : so many fans will be sending him capri sun 's for christmas now oh dear,[CLS] R ##ub @ con Sugar ##lit ##tle said : How many fans will be WTA ##C cap ##ri sun ' d for ch ##rist ##mas now oh dear [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
I liked a @YouTube video from @hoppo2942 http://t.co/XCYM8rosxL Boosie Turnt Up On A Tuesday,[CLS] I liked . @ YouTube video from @ hop ##py ##29 ##42 http : / / t . co / X ##C ##Y ##M ##8 ##ros ##TA ##L Bo ##os ##ie Turn ##t Up On A Tuesday [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
